Distribuição dos casos de dengue  autóctones segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DRS;;GVE;;Região de Saúde;Município;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
15;São José do Rio Preto;XXX;JALES;35153;JALES;354570 Santa Albertina;0;0;0;0;0;0;0;0;0;0;1;2;2;0;9;2;17;16;22;29;21;14;12;11;16;4;0;4;4;3;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;354580 Santa Bárbara d'Oeste;4;0;1;4;3;8;8;6;17;26;66;106;183;249;262;337;358;420;414;323;249;173;130;141;90;74;41;16;13;10;11;8;2;6;4;4;5;4;2;3;3;5;5;2;9;3;15;5;9;10;10;7;3864
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;354600 Santa Branca;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;354610 Santa Clara d'Oeste;0;0;0;0;0;0;0;0;0;0;0;1;3;2;5;3;4;4;3;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
10;Piracicaba;XX;PIRACICABA;35101;ARARAS;354620 Santa Cruz da Conceição;0;0;0;0;0;0;1;1;0;1;0;1;1;4;4;3;4;4;5;5;3;2;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35133;VALE DAS CACHOEIRAS;354625 Santa Cruz da Esperança;0;0;0;0;0;0;0;0;0;0;0;1;3;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;354630 Santa Cruz das Palmeiras;0;1;1;0;0;1;0;0;0;2;1;1;8;9;4;6;5;3;5;4;11;6;4;4;4;6;1;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;96
9;Marília;XIII;ASSIS;35094;OURINHOS;354640 Santa Cruz do Rio Pardo;0;0;0;0;0;0;4;7;9;11;17;28;19;12;8;34;51;46;63;79;54;45;28;22;19;4;4;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;571
3;Araraquara;XII;ARARAQUARA;35033;NORTE DO DRS III;354650 Santa Ernestina;0;1;0;0;0;1;0;2;0;2;1;2;2;5;12;15;20;19;15;15;11;5;6;4;0;2;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;150
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;354660 Santa Fé do Sul;0;0;7;12;19;37;32;48;34;48;94;94;102;103;100;71;51;49;53;45;37;29;23;15;10;7;3;8;3;0;5;0;2;2;0;1;0;1;1;2;0;1;1;3;1;2;1;0;0;0;0;0;1157
10;Piracicaba;XX;PIRACICABA;35104;RIO CLARO;354670 Santa Gertrudes;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;3;2;4;1;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;354680 Santa Isabel;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;13
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;354690 Santa Lúcia;0;0;1;2;2;9;4;5;2;12;12;16;14;13;15;11;4;2;15;5;4;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;354700 Santa Maria da Serra;0;0;0;0;1;0;4;0;1;1;3;7;6;2;9;6;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;354710 Santa Mercedes;0;0;0;2;1;3;3;1;1;0;0;1;0;0;0;1;2;0;0;2;0;2;0;3;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
15;São José do Rio Preto;XXX;JALES;35153;JALES;354720 Santana da Ponte Pensa;1;2;2;3;0;0;0;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;354730 Santana de Parnaíba;0;0;0;0;0;0;0;1;0;1;2;1;1;2;4;1;7;4;5;4;8;0;3;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;1;55
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;354740 Santa Rita d'Oeste;0;0;0;0;0;0;0;0;2;0;1;1;7;6;9;14;14;10;6;7;8;5;9;6;3;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;354750 Santa Rita do Passa Quatro;0;0;0;0;0;0;0;0;1;2;1;0;6;3;5;3;2;4;3;2;5;3;1;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;2;0;1;2;1;59
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;354760 Santa Rosa de Viterbo;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;4;4;5;5;10;1;0;2;1;0;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
15;São José do Rio Preto;XXX;JALES;35153;JALES;354765 Santa Salete;0;0;0;0;0;0;1;1;0;0;0;1;3;0;0;1;2;2;1;0;0;0;1;0;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354770 Santo Anastácio;0;0;0;0;1;3;7;3;6;1;3;2;3;8;13;16;15;23;27;42;26;14;20;11;21;9;7;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;291
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;354780 Santo André;0;0;0;0;2;1;1;0;6;1;7;11;9;7;7;19;24;21;38;29;18;13;12;5;4;6;3;2;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;252
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35133;VALE DAS CACHOEIRAS;354790 Santo Antônio da Alegria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;354800 Santo Antônio de Posse;0;0;0;1;0;0;0;1;1;3;1;3;3;0;1;2;3;0;1;4;1;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;39
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;354805 Santo Antônio do Aracanguá;0;2;1;4;3;3;3;3;1;4;4;5;10;9;9;5;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;3;1;1;0;0;87
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;354810 Santo Antônio do Jardim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;354820 Santo Antônio do Pinhal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;354830 Santo Expedito;0;0;0;0;0;0;0;0;1;1;0;4;5;12;7;3;1;4;1;6;11;4;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;354840 Santópolis do Aguapeí;0;0;0;0;0;0;2;0;2;2;1;3;3;0;4;2;4;2;2;2;0;4;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;354850 Santos;0;0;1;1;0;2;7;6;6;7;1;2;3;3;6;7;8;3;8;7;17;5;8;4;5;5;2;2;2;0;2;1;1;1;0;0;1;0;1;1;1;0;2;1;0;0;1;1;2;2;1;2;149
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;354860 São Bento do Sapucaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;354870 São Bernardo do Campo;0;0;0;0;0;1;1;7;4;9;10;11;18;15;15;32;40;26;33;26;32;21;11;11;7;8;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;347
1;São Paulo;VII;SANTO ANDRÉ;35015;GRANDE ABC;354880 São Caetano do Sul;0;0;0;0;0;0;0;0;0;0;0;3;0;1;4;1;3;0;5;2;3;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
3;Araraquara;XII;ARARAQUARA;35034;CORAÇÃO DO DRS III;354890 São Carlos;1;1;12;24;42;72;62;137;147;104;158;188;245;276;496;409;438;500;575;424;321;166;39;29;34;29;7;6;6;0;2;2;2;8;7;3;1;2;0;1;0;0;0;0;0;0;3;3;3;0;0;0;4985
15;São José do Rio Preto;XXX;JALES;35153;JALES;354900 São Francisco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;9;14;6;8;8;20;8;11;4;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;354910 São João da Boa Vista;0;1;1;0;0;2;1;1;1;2;3;3;8;7;8;16;20;18;21;16;9;6;5;1;3;0;3;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;3;5;3;1;5;5;8;195
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;354920 São João das Duas Pontes;0;0;0;2;2;6;7;2;3;1;2;8;3;4;0;1;2;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;354925 São João de Iracema;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;3;0;1;4;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;22
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;354930 São João do Pau d'Alho;0;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;3;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;354940 São Joaquim da Barra;352;326;456;707;852;792;626;332;212;195;156;148;134;101;78;62;68;30;48;33;22;6;10;4;4;0;0;0;0;0;0;0;0;1;0;1;1;1;0;4;3;9;3;2;2;4;1;0;1;1;1;0;5789
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;354950 São José da Bela Vista;3;3;10;20;13;21;14;9;8;8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;354960 São José do Barreiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;354970 São José do Rio Pardo;0;0;1;0;0;0;0;2;2;1;1;2;5;10;16;29;18;25;28;18;20;9;6;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;202
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;354980 São José do Rio Preto;187;257;396;551;798;968;979;1.307;1.082;1.127;1.242;1.427;1.458;1.850;2.321;2.269;2.394;2.229;2.140;2.014;1.457;941;794;653;452;373;210;88;71;62;77;51;34;18;22;21;15;24;22;26;26;18;16;26;18;25;20;28;41;28;47;49;32749
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;354990 São José dos Campos;7;2;6;6;4;10;6;9;9;7;18;14;13;10;13;28;20;33;32;35;32;32;19;15;15;18;13;18;8;4;10;10;10;3;2;1;2;3;1;4;5;2;2;6;13;6;8;2;3;2;1;5;557
1;São Paulo;X;OSASCO;35013;MANANCIAIS;354995 São Lourenço da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;355000 São Luís do Paraitinga;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;355010 São Manuel;0;0;0;0;0;0;1;0;2;4;3;3;2;5;5;2;4;14;11;7;10;8;3;3;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;355020 São Miguel Arcanjo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1;São Paulo;I;CAPITAL;35016;SÃO PAULO;355030 São Paulo;26;27;47;60;77;102;131;189;234;317;459;577;675;892;1.142;1.291;1.708;1.708;1.567;1.319;1.090;763;515;306;291;296;128;125;72;64;49;44;24;10;14;11;13;18;12;13;17;13;11;6;15;12;9;16;18;19;15;18;16575
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;355040 São Pedro;0;0;0;0;1;0;0;0;0;0;0;0;5;6;12;14;14;5;9;12;14;9;14;10;1;7;2;0;0;1;1;3;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;2;1;147
9;Marília;XIII;ASSIS;35094;OURINHOS;355050 São Pedro do Turvo;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;3;3;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;355060 São Roque;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
17;Taubaté;XXVIII;CARAGUATATUBA;35173;LITORAL NORTE;355070 São Sebastião;0;0;1;1;9;12;7;22;13;11;24;20;27;29;38;46;40;26;166;211;58;117;84;69;66;43;52;25;24;16;15;17;13;9;2;4;1;3;6;3;5;3;5;3;3;0;2;5;4;2;6;3;1371
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;355080 São Sebastião da Grama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;355090 São Simão;0;0;0;0;0;0;1;1;4;1;7;10;9;15;11;26;16;11;12;11;7;4;6;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;6;4;5;4;3;183
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;355100 São Vicente;0;0;0;0;0;0;0;0;0;0;1;2;1;1;3;1;6;2;5;4;8;3;4;1;2;8;6;2;3;1;1;1;2;1;1;0;1;2;4;0;1;0;0;0;0;0;0;0;2;0;0;2;82
16;Sorocaba;XXXI;SOROCABA;35161;ITAPETININGA;355110 Sarapuí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;355120 Sarutaiá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;355130 Sebastianópolis do Sul;0;0;5;3;1;3;1;0;0;0;1;0;0;1;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;355140 Serra Azul;0;0;0;0;0;2;2;0;0;2;1;4;25;11;26;20;4;25;31;11;34;17;6;4;2;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35132;AQUÍFERO GUARANI;355150 Serrana;0;0;0;0;0;1;3;6;15;17;55;76;102;105;101;85;60;65;32;21;24;16;7;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795
7;Campinas;XVII;CAMPINAS;35074;CIRCUITO DAS AGUAS;355160 Serra Negra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;355170 Sertãozinho;1;2;1;1;4;6;8;5;8;16;20;23;32;66;77;83;117;144;133;179;148;71;87;54;49;26;18;19;7;12;12;4;5;6;5;2;0;2;0;0;3;2;7;1;4;3;7;9;28;36;34;40;1627
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;355180 Sete Barras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;9;33;1;0;4;5;62
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;355190 Severínia;0;0;0;1;0;1;3;1;1;1;3;6;5;26;30;35;58;72;76;120;67;64;53;39;19;19;10;9;5;4;7;1;6;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;749
17;Taubaté;XXXIII;TAUBATÉ;35172;CIRCUITO DA FÉ - VALE HISTÓRICO;355200 Silveiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;355210 Socorro;0;0;0;0;0;1;3;0;1;0;1;3;4;3;2;3;6;9;18;10;11;5;4;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;355220 Sorocaba;2;0;3;1;8;10;6;5;17;13;17;60;65;61;56;58;79;83;64;79;55;39;41;21;21;24;17;5;3;9;1;0;6;6;0;5;5;4;3;3;2;1;1;2;1;0;2;1;0;3;3;1;972
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;355230 Sud Mennucci;1;3;1;9;10;33;50;18;35;32;16;26;30;32;22;17;24;15;22;18;24;5;4;13;11;4;2;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;355240 Sumaré;0;0;1;1;6;4;5;17;24;33;55;83;99;159;223;206;256;271;330;303;233;142;114;88;57;56;23;13;15;6;4;3;3;1;1;0;1;3;2;2;0;0;1;0;1;0;1;1;2;2;0;4;2855
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;355250 Suzano;0;0;0;0;1;1;0;1;4;4;7;5;11;18;22;25;48;43;40;36;56;21;8;13;17;8;10;6;5;3;0;2;0;1;0;6;3;2;1;3;3;3;1;4;6;3;1;2;0;2;1;2;459
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;355255 Suzanápolis;7;15;22;35;21;38;15;14;9;4;13;11;14;25;15;6;4;8;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;355260 Tabapuã;0;0;0;0;2;1;3;8;9;8;18;25;33;35;52;59;43;47;65;74;54;21;14;14;10;9;2;2;6;1;2;1;0;0;0;0;1;0;1;0;0;0;0;1;2;0;1;0;1;0;0;0;625
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;355270 Tabatinga;0;0;0;0;4;31;26;33;17;15;10;13;4;27;12;4;17;59;44;7;1;3;3;3;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;339
1;São Paulo;X;OSASCO;35013;MANANCIAIS;355280 Taboão da Serra;1;0;0;0;0;1;0;1;1;0;2;2;1;3;1;7;9;13;14;15;9;11;3;4;7;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;355290 Taciba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;355300 Taguaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355310 Taiaçu;0;0;1;0;0;1;4;3;2;5;1;4;3;13;5;8;12;9;2;7;5;4;3;3;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355320 Taiúva;0;0;0;0;1;0;2;8;6;2;6;13;16;21;7;7;11;14;2;8;2;5;5;2;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35142;MANTIQUEIRA;355330 Tambaú;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;355340 Tanabi;0;0;3;1;8;9;8;15;20;8;30;27;29;68;97;120;115;145;171;182;131;120;98;59;55;46;19;17;10;9;5;8;6;4;0;1;2;0;2;0;1;1;1;0;4;1;4;2;4;2;4;2;1674
16;Sorocaba;XXXI;SOROCABA;35163;SOROCABA;355350 Tapiraí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;355360 Tapiratiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;5
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;355365 Taquaral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;7;5;1;2;5;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
